,AT,V,AP,RH,PE
43923,8.46,40.8,1023.57,81.27,485.06
43924,12.07,43.71,1025.53,85.62,472.32
43925,32.81,77.17,1009.17,53.13,430.53
43926,26.91,74.99,1005.64,78.98,437.06
43927,10.66,37.5,1009.42,95.86,472.86
43928,34.29,68.51,1009.58,32.25,427.62
43929,22.16,64.63,1020.81,68.47,451.86
43930,28.32,71.64,1004.73,72.71,436.31
43931,15.62,41.76,1023.82,66.17,459.72
43932,24.76,63.07,1012.73,70.39,443.04
43933,10.29,41.46,1020.84,89.03,480.32
43934,27.99,66.91,1008.47,59.63,439.74
43935,22.22,48.98,1015.87,53.18,447.1
43936,13.78,42.03,1017.51,84.94,467.6
43937,24.78,50.78,1008.81,62.97,443.98
43938,15.74,43.71,1024.7,78.38,462.66
43939,27.24,77.17,1009.37,81.51,439.12
43940,24.66,58.86,1013.86,56.39,444.42
43941,16.81,42.42,1008.95,74.25,462.19
43942,33.76,68.51,1011.33,38.35,429.83
43943,17.79,46.21,1010.38,85.25,448.74
43944,25.97,70.32,1007.48,57.01,435.27
43945,15.29,41.1,1005.75,85.53,467.99
43946,23.45,66.25,1009.1,90.28,443.44
43947,3.51,35.47,1017.53,86.56,489.07
43948,20.83,49.02,1009.45,91.92,445.31
43949,19.2,59.21,1017.84,89.56,450.86
43950,26.19,73.77,1001.31,91.87,433.34
43951,28.28,61.86,1012.07,64.49,439.65
43952,13.39,49.83,1007.14,90.88,466.04
43953,24.36,68.61,1010.27,63.78,448.71
43954,23.07,50.05,1006.9,86.98,442.97
43955,30.11,70.8,1008.57,69.25,432.33
43956,20.55,48.98,1016.1,63.89,452.52
43957,15.48,41.66,1009.55,66.74,467.06
43958,32.21,70.94,1006.76,47.56,430.06
43959,25.54,70.47,1009.28,73.5,436.16
43960,25.33,71.32,1007.05,85.31,434.68
43961,21.24,63.47,1011.86,97.02,442.94
43962,14.57,39.28,1015.1,76.94,469.27
43963,25.27,63.91,1009.82,75.48,440.39
43964,27.76,69.4,1004.27,72.25,430.68
43965,19.43,52.9,1018.35,61.12,456.08
43966,28.6,61.86,1011.86,62.13,439.74
43967,23.79,58.2,1016.77,55.88,446.88
43968,11.41,39.61,1018.69,69.44,467.19
43969,14.64,39.58,1011.46,71.9,467.8
43970,6.65,40.77,1021.79,88.84,482.9
43971,9.12,41.49,1020.58,96.23,475.69
43972,25.62,73.17,1011.65,86.45,430.56
43973,24.75,58.79,1009.87,71.97,444.79
43974,15.5,44.92,1024.16,86.44,462.12
43975,18.52,58.41,1013.77,99.89,446.68
43976,28.38,72.39,998.93,73.85,432.02
43977,11.79,45.09,1013.16,89.17,469.49
43978,27.18,59.27,1012.57,64.18,439.69
43979,19.75,54.2,1011.43,83.5,448.89
43980,25.45,70.04,1011.2,82.48,430.2
43981,21.93,58.96,1014.23,58.58,453.42
43982,8.66,40.11,1032.86,75.31,479.76
43983,23.33,58.95,1017.93,66.37,442.71
43984,20.29,49.69,1008.94,69.91,454.74
43985,31.99,53.53,1004.98,53.53,432.43
43986,25.21,69.48,1010.99,75.27,436.02
43987,5.51,35.57,1026.3,78.97,489.36
43988,16.0,39.16,1016.37,77.63,468.49
43989,5.79,38.68,1017.19,70.46,487.4
43990,17.77,56.53,1019.57,79.89,457.94
43991,9.52,39.61,1021.18,73.78,478.79
43992,27.0,60.96,1012.36,58.97,450.15
43993,24.34,50.16,1004.78,74.0,445.33
43994,20.86,67.25,1017.45,81.45,444.5
43995,13.44,40.69,1014.54,77.97,473.0
43996,13.97,41.16,1020.88,74.88,459.84
43997,10.96,45.01,1017.97,95.82,468.64
43998,21.83,63.13,1013.4,85.82,443.41
43999,25.22,69.88,1007.17,80.26,443.24
44000,22.5,45.38,1014.11,65.08,458.19
44001,21.03,69.05,1002.17,75.35,444.35
44002,26.27,62.91,1011.97,48.06,447.76
44003,20.99,50.12,1008.82,95.97,448.07
44004,18.06,56.65,1020.2,81.59,459.14
44005,10.12,40.0,1021.15,91.67,479.62
44006,26.25,61.02,1011.47,71.22,436.44
44007,13.08,39.82,1012.27,85.21,476.96
44008,24.28,68.31,1009.94,77.08,440.07
44009,32.92,69.05,1000.74,39.61,426.61
44010,23.68,68.12,1011.18,72.45,441.54
44011,7.81,39.64,1011.42,86.68,482.22
44012,23.6,65.48,1017.44,61.26,444.38
44013,14.5,40.66,1016.81,82.93,463.53
44014,18.84,40.79,1005.18,92.46,459.96
44015,11.69,39.22,1017.05,55.51,472.76
44016,14.58,41.92,1030.42,61.96,462.69
44017,9.33,36.3,1027.88,79.23,479.6
44018,14.93,39.16,1007.25,72.35,463.2
44019,6.37,41.03,1022.23,80.36,490.47
44020,6.16,38.5,1012.83,93.68,490.92
44021,12.45,40.56,1017.84,66.52,477.41
44022,19.55,56.53,1020.2,78.1,455.56
44023,18.62,59.15,1012.85,82.54,450.81
44024,14.13,43.41,1015.26,55.63,461.96
44025,21.12,49.15,1021.29,52.9,456.92
44026,13.63,43.5,1022.12,84.32,468.28
44027,18.6,41.67,1013.07,64.23,458.91
44028,7.19,38.91,1016.53,88.61,486.05
44029,19.96,56.03,1020.59,64.95,454.67
44030,15.22,41.67,1013.18,67.17,469.93
44031,13.52,41.48,1014.46,67.12,460.76
44032,18.04,44.85,1015.13,48.4,463.31
44033,27.81,66.51,1016.11,48.48,439.48
44034,26.1,58.9,1004.18,71.63,444.4
44035,27.99,71.58,1010.68,68.99,435.99
44036,20.08,44.6,1014.91,36.27,461.07
44037,19.89,50.78,1008.85,92.97,446.35
44038,6.23,40.96,1022.49,93.15,488.82
44039,29.1,50.05,1005.87,51.53,438.66
44040,18.71,39.39,1014.09,62.82,465.57
44041,35.1,68.27,1006.96,43.51,426.3
44042,6.19,41.31,1002.48,88.8,485.08
44043,24.88,71.94,1006.85,87.32,433.3
44044,17.75,49.78,1004.49,100.09,452.02
44045,13.89,41.49,1020.02,86.47,469.6
44046,21.14,58.98,1009.05,94.36,448.31
44047,14.28,42.74,1028.79,70.67,467.22
44048,13.34,40.83,1008.09,85.85,471.82
44049,24.67,68.14,1004.96,58.15,438.4
44050,10.27,42.34,1022.69,92.78,474.55
44051,21.18,60.1,1011.02,78.19,452.39
44052,13.84,44.9,1007.58,63.62,463.27
44053,4.73,41.31,999.77,93.44,486.6
44054,14.22,40.83,1009.2,81.32,469.75
44055,13.09,43.02,1013.17,46.73,470.14
44056,6.58,40.07,1014.22,55.44,493.72
44057,28.57,51.43,1012.02,47.79,450.04
44058,21.54,58.49,1010.85,78.9,449.12
44059,34.3,74.67,1015.98,25.89,427.84
44060,15.24,40.0,1017.34,65.16,454.64
44061,19.41,46.63,1013.23,86.28,452.6
44062,30.5,66.75,1017.55,38.2,432.87
44063,20.68,63.86,1015.73,74.36,447.84
44064,29.53,71.97,1008.6,79.25,434.96
44065,12.72,44.9,1007.6,71.8,463.49
44066,24.44,73.5,1011.49,87.39,437.73
44067,8.0,34.03,1018.98,78.67,487.17
44068,13.92,41.16,1000.98,83.89,454.15
44069,18.85,67.32,1012.91,82.37,446.7
44070,22.48,71.29,1008.15,75.41,444.71
44071,14.1,41.04,1026.11,74.25,465.89
44072,30.22,70.32,1011.63,65.97,435.98
44073,22.45,59.87,1018.92,72.73,445.34
44074,10.82,37.5,1009.23,96.62,473.9
44075,23.56,67.79,1010.14,89.72,441.29
44076,22.33,70.79,1006.02,93.35,436.74
44077,15.11,45.01,1017.01,84.39,462.21
44078,25.9,47.45,1007.8,55.96,443.13
44079,13.56,43.67,1011.34,94.02,467.09
44080,11.03,44.78,1013.16,83.85,470.17
44081,20.47,63.07,1012.79,88.67,451.71
44082,26.37,69.84,1002.71,83.51,428.6
44083,18.95,42.23,1013.01,79.4,462.73
44084,11.39,43.72,1010.91,98.83,467.8
44085,22.73,43.79,1015.61,42.66,460.2
44086,24.4,60.37,1006.77,82.43,440.64
44087,28.28,69.48,1008.56,61.3,428.75
44088,22.84,67.32,1013.77,64.67,438.36
44089,25.09,65.38,1009.99,54.28,453.58
44090,13.32,38.73,1005.37,88.48,472.33
44091,34.1,73.03,1014.01,41.26,437.65
44092,21.11,65.94,1009.83,71.91,448.77
44093,32.21,68.14,1003.34,62.44,426.56
44094,25.77,62.96,1019.86,58.07,442.83
44095,24.42,63.31,1012.64,71.8,438.39
44096,8.28,40.77,1011.55,89.79,480.15
44097,28.18,64.84,1009.22,56.04,443.65
44098,8.09,38.5,1012.99,67.31,484.81
44099,17.37,48.92,1011.91,58.4,455.53
44100,29.12,73.06,1009.98,80.21,434.9
44101,5.82,41.38,1021.06,86.91,492.12
44102,29.45,70.02,1010.28,65.93,437.82
44103,17.47,58.59,1014.03,97.13,449.41
44104,19.51,50.16,1010.33,94.37,448.28
44105,13.82,44.84,1023.72,95.24,467.95
44106,8.61,43.8,1021.9,74.35,478.25
44107,21.28,70.32,1011.06,90.12,439.0
44108,21.47,65.61,1015.92,76.22,447.42
44109,29.55,72.29,1007.94,84.45,430.98
44110,31.09,74.22,1007.56,46.36,430.3
44111,23.75,60.29,1017.36,64.04,449.57
44112,30.25,68.24,1006.58,31.9,432.05
44113,17.51,41.85,1016.25,72.03,465.05
44114,17.22,36.71,1013.77,67.92,465.32
44115,9.22,40.92,1021.83,85.43,474.51
44116,24.48,66.25,1009.42,88.17,441.07
44117,25.26,61.08,1013.68,71.72,447.46
44118,12.34,40.1,1015.77,92.26,470.92
44119,6.75,39.9,1008.3,87.42,484.05
44120,28.29,47.93,1002.6,53.23,437.13
44121,11.09,40.43,1025.47,74.97,490.96
44122,8.51,34.69,1026.96,75.34,481.83
44123,7.71,36.25,1027.92,89.84,481.74
44124,11.8,41.2,1017.18,82.71,475.19
44125,25.76,57.32,1011.93,43.61,440.26
44126,26.53,65.61,1014.29,50.9,442.64
44127,21.29,51.43,1011.31,90.12,452.94
44128,19.64,48.06,1014.81,74.96,455.27
44129,29.45,69.13,1009.3,52.97,432.04
44130,18.24,58.46,1017.38,86.92,449.63
44131,11.23,43.67,1012.57,72.1,475.41
44132,23.15,69.48,1011.07,85.83,436.16
44133,26.49,67.69,1004.61,78.13,430.62
44134,16.64,48.92,1011.55,78.76,452.56
44135,28.51,70.02,1010.58,54.68,441.66
44136,16.64,53.82,1015.13,68.24,459.01
44137,7.32,41.26,1010.11,95.18,482.1
44138,22.72,50.05,1007.0,88.24,444.43
44139,14.05,40.71,1016.36,68.58,465.74
44140,28.52,70.72,1009.64,66.76,437.72
44141,22.2,57.17,1009.82,78.43,447.75
44142,27.93,73.68,1015.41,49.95,435.95
44143,25.42,59.04,1011.98,68.78,444.51
44144,25.03,61.86,1012.84,80.85,439.55
44145,24.85,67.9,1005.9,64.55,445.18
44146,29.03,67.79,1010.67,55.42,444.09
44147,16.5,44.63,1020.58,64.11,458.78
44148,6.86,38.08,1019.62,77.37,486.92
44149,5.7,40.62,1016.07,84.94,482.82
44150,26.71,68.3,1015.07,62.7,436.66
44151,23.79,58.49,1011.0,75.39,445.87
44152,25.11,67.32,1014.49,58.39,441.93
44153,20.55,65.46,1013.87,58.09,448.83
44154,10.66,41.93,1016.12,94.16,479.61
44155,5.11,42.07,1004.28,81.8,486.41
44156,9.87,42.74,1024.61,87.74,470.9
44157,14.39,43.56,1012.97,59.17,469.35
44158,16.96,63.31,1016.42,77.09,454.14
44159,28.61,72.29,1011.61,45.33,446.77
44160,21.31,49.39,1020.18,71.35,455.34
44161,18.32,65.94,1012.74,86.77,450.5
44162,27.11,69.75,1009.74,85.67,433.28
44163,28.5,73.77,1002.82,86.38,431.7
44164,25.44,66.54,1011.9,56.76,437.99
44165,17.03,43.99,1021.5,82.32,460.25
44166,25.32,71.94,1009.94,62.93,435.06
44167,21.58,67.25,1017.39,79.0,446.15
44168,7.64,40.81,1026.67,95.24,483.38
44169,27.02,71.77,1006.38,72.1,428.1
44170,13.58,44.47,1029.91,70.41,467.15
44171,17.69,65.46,1013.72,67.28,448.49
44172,26.51,50.05,1006.75,65.34,440.22
44173,19.48,58.79,1017.6,88.72,450.55
44174,14.79,38.73,999.83,86.45,470.28
44175,20.65,50.59,1016.22,68.57,455.24
44176,10.53,41.26,1007.48,98.74,475.96
44177,8.2,41.14,1025.24,96.26,474.04
44178,11.73,40.64,1020.68,96.98,477.06
44179,26.11,47.43,1009.01,56.09,445.36
44180,21.09,50.9,1012.42,69.09,456.09
44181,24.08,49.3,1003.23,70.42,443.46
44182,24.2,63.21,1012.25,79.86,449.03
44183,28.73,50.05,1005.79,52.4,436.35
44184,6.17,41.31,1002.49,87.59,481.27
44185,17.94,37.2,1012.64,68.11,467.65
44186,12.74,39.13,1008.19,94.81,468.57
44187,26.51,44.57,1007.56,52.23,445.32
44188,20.97,44.63,1007.64,73.69,453.26
44189,23.84,68.94,1007.45,71.35,436.05
44190,23.51,57.32,1012.55,53.6,444.58
44191,22.85,47.43,1008.13,66.36,448.15
44192,24.84,59.22,1013.18,83.08,442.7
44193,24.7,44.57,1008.24,57.62,444.65
44194,18.46,42.18,1001.47,97.61,458.67
44195,24.61,62.96,1020.1,63.83,445.79
44196,15.54,41.23,995.45,83.73,463.06
44197,15.7,42.99,1007.51,76.05,464.59
44198,27.18,64.44,1012.81,61.27,440.3
44199,11.02,39.96,1025.64,93.58,467.41
44200,14.56,53.82,1016.37,64.46,463.64
44201,29.0,77.54,1011.33,75.13,431.37
44202,15.34,41.23,996.87,86.56,465.16
44203,25.42,69.71,1009.29,82.5,435.59
44204,29.63,69.71,1009.04,67.26,435.27
44205,10.38,43.02,1013.37,78.53,474.44
44206,23.55,58.79,1010.78,78.47,447.01
44207,8.07,41.17,1019.4,86.43,484.54
44208,28.19,67.45,1013.97,49.76,434.77
44209,16.41,44.92,1024.27,84.16,462.12
44210,18.14,49.78,1002.95,100.09,451.44
44211,28.79,70.79,1003.83,65.9,425.64
44212,4.47,35.19,1018.78,92.68,487.43
44213,28.2,66.75,1018.35,60.18,433.46
44214,11.97,42.32,1016.95,88.32,467.98
44215,22.3,74.87,1009.69,86.18,442.78
44216,23.89,48.41,1010.48,62.31,441.83
44217,10.32,38.91,1012.11,81.49,479.17
44218,6.05,42.85,1013.09,91.88,485.02
44219,27.78,68.67,1005.59,59.17,439.92
44220,7.06,41.74,1021.95,90.38,448.97
44221,10.79,39.82,1012.89,88.25,479.92
44222,11.7,25.36,1008.65,92.11,470.88
44223,20.37,52.05,1012.34,62.57,456.11
44224,7.61,38.06,1021.16,83.22,484.14
44225,23.27,67.9,1006.17,71.01,447.25
44226,21.94,58.79,1010.3,88.21,447.52
44227,10.02,42.44,1014.57,99.16,478.5
44228,25.61,67.69,1009.22,68.76,437.78
44229,22.61,45.38,1013.92,62.91,459.53
44230,28.61,70.36,1006.95,73.06,440.16
44231,12.57,41.79,1014.99,87.8,461.88
44232,28.78,60.07,1014.54,49.03,439.74
44233,5.66,39.42,1024.7,78.52,482.11
44234,7.94,40.56,1023.25,80.84,488.01
44235,4.56,40.27,1011.13,80.24,493.87
44236,18.59,65.06,1015.75,80.72,450.4
44237,22.39,48.14,1014.56,64.31,448.58
44238,11.84,40.05,1014.54,86.78,473.82
44239,26.9,60.93,1007.1,67.32,435.87
44240,30.2,71.85,1008.25,59.1,425.21
44241,27.19,62.91,1011.57,53.66,444.8
44242,7.96,38.91,1016.35,89.17,482.17
44243,8.37,40.92,1021.82,86.03,476.02
44244,30.2,69.59,1008.9,67.32,434.66
44245,23.81,60.08,1017.29,62.66,450.33
44246,23.53,72.24,1010.84,94.33,436.69
44247,16.09,65.46,1013.84,85.52,454.88
44248,11.63,41.5,1013.6,87.11,477.3
44249,17.1,62.1,1020.39,93.63,453.4
44250,13.77,42.86,1012.86,88.83,471.94
44251,28.14,51.43,1012.16,52.67,445.33
44252,23.46,73.18,1012.07,88.14,438.62
44253,23.85,72.43,1008.01,88.34,439.02
44254,13.33,40.64,1020.92,91.47,474.07
44255,15.61,40.89,1010.48,80.26,467.3
44256,25.08,58.49,1011.1,64.47,446.9
44257,12.73,37.73,1021.89,61.76,470.89
44258,22.74,61.87,1009.66,55.03,444.59
44259,16.58,43.99,1021.81,79.29,458.67
44260,30.56,69.14,1007.49,71.0,432.26
44261,21.09,59.8,1016.94,76.95,451.98
44262,23.43,71.97,1009.42,94.27,442.19
44263,21.46,51.61,1010.91,76.41,457.28
44264,8.75,40.22,1008.96,90.53,482.8
44265,19.27,43.14,1013.17,39.85,463.14
44266,25.57,62.96,1019.92,58.34,444.81
44267,14.26,44.47,1028.81,72.19,465.77
44268,14.17,42.86,1030.94,66.47,466.2
44269,17.48,40.89,1011.39,62.45,462.59
44270,21.99,71.85,1009.5,74.77,441.1
44271,32.31,77.95,1010.15,62.17,430.15
44272,14.38,40.71,1023.46,66.12,473.41
44273,28.54,71.94,1007.4,65.99,430.91
44274,25.06,74.33,1014.05,69.02,437.27
44275,8.22,41.82,1032.77,71.63,477.86
44276,15.23,44.9,1007.75,81.34,456.07
44277,14.94,40.0,1017.69,65.43,456.41
44278,16.97,50.9,1012.31,82.65,463.28
44279,6.42,35.57,1025.58,79.63,485.86
44280,15.6,44.68,1018.35,85.91,463.82
44281,21.52,66.51,1015.32,72.85,444.87
44282,28.14,61.47,1009.69,64.66,435.35
44283,8.36,38.91,1016.27,88.82,482.09
44284,26.38,70.47,1007.36,76.91,434.02
44285,30.2,70.02,1009.85,63.39,437.48
44286,21.98,59.39,1015.25,84.52,446.79
44287,25.54,48.41,1010.51,55.34,437.58
44288,9.68,40.22,1007.6,89.97,479.56
44289,22.38,63.31,1014.76,73.8,441.3
44290,23.62,67.45,1014.63,59.8,439.45
44291,13.25,43.7,1013.61,76.05,472.22
44292,22.49,69.84,1006.78,73.76,437.57
44293,33.13,74.34,999.57,48.34,433.73
44294,14.95,42.99,1008.75,90.76,468.61
44295,11.42,40.35,1011.55,82.71,478.7
44296,28.56,74.22,1007.45,69.6,434.54
44297,27.89,73.17,1009.85,64.22,432.83
44298,14.6,42.32,1015.71,77.03,464.67
44299,15.86,43.5,1021.22,75.38,459.42
44300,13.78,40.73,1017.55,94.28,462.59
44301,30.09,69.48,1009.51,53.24,435.2
44302,24.6,57.85,1012.92,69.56,447.09
44303,10.8,40.22,1011.25,84.57,478.21
44304,9.08,36.71,1025.07,81.32,479.02
44305,23.86,52.84,1006.56,48.94,444.66
44306,16.69,40.56,1019.92,51.43,469.9
44307,24.17,73.18,1011.72,86.1,437.27
44308,19.68,56.65,1020.75,67.25,456.89
44309,22.25,43.79,1015.78,52.68,461.93
44310,24.81,60.95,1014.72,54.71,446.09
44311,18.68,56.65,1020.38,80.26,455.79
44312,23.64,69.94,1005.2,64.53,439.66
44313,26.41,65.59,1010.69,73.78,441.49
44314,28.82,77.24,1008.35,78.93,433.69
44315,21.84,59.07,1008.84,96.5,448.61
44316,30.63,53.3,1004.91,53.3,430.27
44317,20.19,58.86,1014.3,71.64,450.67
44318,25.54,69.13,1001.64,90.98,428.74
44319,26.52,71.64,1008.27,75.3,437.76
44320,10.38,40.92,1021.53,95.18,466.46
44321,8.13,39.96,1026.07,95.84,477.12
44322,20.2,64.45,1009.03,61.77,452.33
44323,24.27,68.28,1005.43,67.63,445.23
44324,13.97,53.82,1016.81,62.32,465.24
44325,14.29,39.59,1010.93,94.53,463.04
44326,33.11,77.54,1010.36,50.99,431.77
44327,30.49,64.44,1013.43,51.73,438.09
44328,22.68,58.82,1010.11,82.8,443.86
44329,9.49,40.69,1015.09,91.31,476.67
44330,21.71,76.86,1006.71,76.86,438.41
44331,28.01,51.43,1011.6,49.2,449.82
44332,16.62,39.99,1007.07,77.14,463.74
44333,22.31,61.45,1009.25,98.56,437.05
44334,19.78,63.09,1019.01,78.39,448.34
44335,26.62,65.12,1016.0,43.24,441.22
44336,30.24,68.3,1016.21,48.25,431.82
44337,9.47,41.4,1026.49,87.9,479.68
44338,9.39,41.79,1021.6,50.09,473.73
44339,27.41,59.21,1013.3,50.93,438.39
44340,25.36,74.99,1002.21,65.96,440.25
44341,8.6,42.28,1008.58,80.15,484.21
44342,10.0,39.66,1016.83,78.91,479.97
44343,12.88,44.71,1018.73,51.95,469.12
44344,8.42,43.14,1011.62,80.32,483.49
44345,20.83,70.72,1009.56,89.37,446.48
44346,20.14,46.93,1014.66,64.22,453.99
44347,28.33,68.14,1004.63,71.21,431.27
44348,23.78,58.86,1015.7,62.95,443.79
44349,30.24,66.75,1017.95,55.66,435.02
44350,6.18,41.38,1020.23,81.38,490.81
44351,19.18,65.06,1015.99,77.06,448.26
44352,10.88,44.63,1020.52,86.81,469.57
44353,17.54,42.42,1008.97,67.67,471.28
44354,26.31,68.51,1013.26,68.66,435.91
44355,14.97,42.28,1007.31,79.25,466.62
44356,23.07,69.23,1011.78,76.06,437.08
44357,10.59,25.36,1009.59,100.16,470.96
44358,8.64,39.69,1001.57,98.27,473.55
44359,12.89,36.71,1013.36,87.29,475.13
44360,7.78,39.18,1024.62,85.15,484.65
44361,22.05,63.31,1012.39,76.95,444.37
44362,16.01,43.69,1017.12,62.43,465.89
44363,21.63,71.85,1009.44,76.89,434.1
44364,17.64,57.76,1016.28,85.04,455.75
44365,13.18,37.91,1018.09,88.84,469.63
44366,22.17,70.47,1011.07,82.57,441.14
44367,27.53,72.58,1009.13,89.06,428.83
44368,9.64,39.35,1015.1,91.76,479.81
44369,26.7,70.32,1011.04,86.41,438.46
44370,17.78,50.66,1015.09,91.9,456.11
44371,9.98,41.54,1019.7,80.79,480.26
44372,25.54,60.37,1006.49,71.54,436.14
44373,5.35,35.79,1013.23,93.53,483.2
44374,27.0,69.34,1008.88,74.4,439.26
44375,26.79,62.44,1011.51,72.46,440.55
44376,18.55,46.48,1007.34,80.67,452.37
44377,28.21,70.02,1010.58,51.34,442.47
44378,15.8,53.82,1015.87,68.48,463.09
44379,9.42,39.64,1010.86,74.03,478.05
44380,9.26,41.66,1016.87,73.32,483.51
44381,5.1,35.57,1027.17,80.49,489.96
44382,26.03,70.32,1008.81,71.35,438.15
44383,25.94,77.24,1007.97,84.82,432.88
44384,8.53,38.18,1017.54,76.49,480.86
44385,25.77,69.04,1009.66,65.49,445.35
44386,5.9,45.87,1013.25,87.0,481.27
44387,23.66,72.43,1008.0,89.49,439.02
44388,21.7,64.69,1007.93,78.37,448.76
44389,9.95,43.56,1014.85,82.62,477.88
44390,28.29,69.13,1009.29,58.18,429.28
44391,6.8,37.8,1021.09,70.02,485.96
44392,25.3,59.43,1009.15,58.3,442.5
44393,24.1,71.97,1009.92,91.27,443.09
44394,27.07,74.87,1010.09,58.97,440.47
44395,14.04,39.64,1011.09,87.22,472.31
44396,5.71,40.77,1022.51,89.58,485.75
44397,26.01,74.33,1015.69,81.22,435.82
44398,12.35,40.73,1019.03,95.53,466.71
44399,24.01,46.93,1013.3,52.24,448.35
44400,22.78,62.44,1011.79,75.43,446.12
44401,29.51,75.6,1017.92,50.61,431.18
44402,20.73,41.1,1001.86,47.51,456.44
44403,31.71,73.5,1010.63,40.17,430.45
44404,10.55,41.26,1007.77,99.1,473.6
44405,16.13,39.99,1007.04,80.49,465.25
44406,18.5,51.43,1010.82,92.04,459.42
44407,19.22,65.06,1015.05,82.5,446.98
44408,5.54,41.38,1020.47,82.91,490.07
44409,12.8,44.34,1016.52,86.73,473.42
44410,22.78,71.77,1005.26,89.23,435.46
44411,9.95,41.82,1033.09,69.44,477.52
44412,5.95,39.48,1005.16,63.6,486.07
44413,15.19,41.43,1011.34,89.67,470.41
44414,22.01,49.39,1019.6,75.8,451.84
44415,5.81,35.79,1012.14,92.28,484.41
44416,15.02,37.64,1016.49,83.28,463.93
44417,25.8,71.58,1010.08,85.14,435.2
44418,19.94,58.96,1014.16,66.27,455.55
44419,23.92,63.21,1012.52,86.51,445.26
44420,22.39,59.04,1011.78,86.39,445.52
44421,24.23,58.79,1009.8,75.75,444.01
44422,22.77,69.84,1005.75,84.26,436.75
44423,27.39,67.07,1006.17,58.2,441.45
44424,27.55,68.08,1011.42,60.71,432.59
44425,26.12,63.94,1017.97,44.81,441.46
44426,30.91,70.32,1011.92,65.59,433.71
44427,21.39,63.9,1013.44,70.95,449.38
44428,21.78,51.43,1007.45,88.71,446.56
44429,16.71,40.55,1004.45,81.64,464.13
44430,26.28,75.23,1011.44,68.35,435.28
44431,29.65,74.9,1003.22,71.09,433.32
44432,18.61,44.06,1016.91,75.01,452.68
44433,33.68,68.14,1002.75,56.05,427.53
44434,24.78,68.94,1007.29,70.56,435.93
44435,28.97,67.9,1006.19,65.81,434.7
44436,26.28,73.06,1008.06,90.7,437.01
44437,27.5,65.59,1011.23,65.37,441.27
44438,25.69,59.07,1006.89,82.34,440.6
44439,10.32,39.28,1016.56,94.13,478.88
44440,22.86,47.43,1009.75,61.54,452.53
44441,14.26,42.86,1011.33,88.37,471.19
44442,27.87,70.79,1003.96,72.17,428.41
44443,26.26,74.9,1003.85,81.94,437.44
44444,19.65,45.01,1014.18,56.77,451.63
44445,12.15,45.01,1018.89,90.02,468.07
44446,27.59,59.21,1012.93,51.46,437.49
44447,27.01,69.75,1009.78,81.29,442.57
44448,10.39,40.96,1023.51,84.73,479.0
44449,24.15,71.73,1009.76,85.16,436.55
44450,24.74,59.39,1015.23,74.64,437.49
44451,21.45,60.84,1017.86,82.8,444.99
44452,23.06,56.85,1012.5,64.03,440.03
44453,31.01,69.04,1009.14,52.81,442.07
44454,31.24,68.3,1015.89,42.84,435.2
44455,15.06,39.3,1019.63,63.32,464.15
44456,25.14,49.02,1007.56,79.02,438.53
44457,25.99,68.08,1013.13,59.14,442.14
44458,1.81,39.42,1026.92,76.97,490.55
44459,31.86,69.59,1008.61,59.74,435.72
44460,13.1,40.55,1007.59,95.46,472.37
44461,26.05,73.88,1005.67,82.08,439.96
44462,29.04,62.26,1010.63,56.6,433.97
44463,7.24,38.06,1020.6,85.36,481.83
44464,17.32,44.34,1019.52,56.24,468.8
44465,32.4,68.14,1004.44,34.53,425.91
44466,19.31,52.72,1024.93,53.93,455.25
44467,26.04,52.84,1005.68,65.18,439.36
44468,20.46,54.2,1011.4,84.0,448.1
44469,4.16,35.47,1017.72,88.49,486.7
44470,20.98,43.77,1010.67,62.73,449.88
44471,24.1,68.08,1012.73,65.24,440.33
44472,9.44,41.4,1027.64,86.22,473.94
44473,29.98,76.09,1007.62,75.6,432.0
44474,12.8,42.18,1016.27,83.9,467.69
44475,26.72,56.9,1007.12,58.54,435.16
44476,30.28,58.9,1005.03,54.59,439.06
44477,24.56,58.82,1011.42,72.47,442.76
44478,22.19,60.37,1008.45,92.43,440.75
44479,8.72,36.25,1029.31,85.73,479.94
44480,3.38,41.31,998.79,97.76,489.11
44481,17.68,53.16,1013.09,82.79,456.86
44482,17.7,50.88,1015.44,89.57,456.78
44483,18.77,52.08,1004.02,99.86,449.62
44484,25.38,63.87,1018.7,52.48,442.13
44485,11.52,39.18,1023.43,83.29,474.35
44486,12.28,41.49,1019.73,94.79,467.44
44487,16.29,44.34,1019.49,59.36,468.8
44488,24.49,49.82,1017.09,64.02,451.42
44489,27.4,77.24,1007.65,78.13,435.74
44490,14.04,40.83,1008.98,82.04,469.75
44491,22.59,65.06,1014.36,62.44,444.6
44492,23.43,63.94,1010.64,89.29,440.16
44493,29.24,74.67,1015.81,59.95,432.61
44494,29.35,68.51,1007.63,70.67,430.22
44495,33.87,71.32,1007.91,39.48,435.89
44496,16.71,46.18,1012.06,96.6,458.4
44497,19.45,46.33,1013.39,99.52,452.82
44498,20.82,63.77,1014.28,86.37,448.9
44499,27.31,68.14,1005.73,50.74,437.83
44500,22.93,63.13,1011.6,77.09,448.02
44501,22.98,58.46,1016.06,72.69,445.05
44502,12.38,40.6,1013.86,85.35,472.53
44503,25.5,67.83,1009.29,61.29,437.49
44504,24.24,68.3,1018.03,81.51,437.12
44505,13.89,45.08,1024.64,82.29,467.74
